acq_date,count,max_brightness,max_bright_t31,max_frp,state,fire_area
2019-11-06,405,164,60,1412.4,Western Australia,318.09
2019-11-07,365,181,126,1179.2,Western Australia,286.67
2019-11-08,255,228,126,2678.0,Western Australia,200.28
2019-11-09,280,155,57,1081.3,Western Australia,219.91
2019-11-10,512,232,126,1680.4,Western Australia,402.12
2019-11-11,296,131,53,632.7,Western Australia,232.48
2019-11-12,227,133,56,685.6,Western Australia,178.29
2019-11-13,383,229,126,2213.9,Western Australia,300.81
2019-11-14,274,130,58,437.5,Western Australia,215.2
2019-11-15,359,174,58,1864.8,Western Australia,281.96
2019-11-16,372,141,63,1002.8,Western Australia,292.17
2019-11-17,612,199,126,1496.0,Western Australia,480.66
2019-11-18,484,184,55,1522.5,Western Australia,380.13
2019-11-19,445,200,126,6526.5,Western Australia,349.5
2019-11-20,506,164,56,542.7,Western Australia,397.41
2019-11-21,413,151,58,713.6,Western Australia,324.37
2019-11-22,393,160,66,637.4,Western Australia,308.66
2019-11-23,406,172,57,2121.9,Western Australia,318.87
2019-11-24,490,204,126,1479.1,Western Australia,384.85
2019-11-25,419,123,50,565.7,Western Australia,329.08
2019-11-26,260,172,59,1181.1,Western Australia,204.2
2019-11-27,437,219,64,2686.6,Western Australia,343.22
2019-11-28,110,100,51,333.4,Western Australia,86.39
2019-11-29,158,117,46,283.9,Western Australia,124.09
2019-11-30,192,117,45,239.9,Western Australia,150.8
2019-12-01,282,124,60,829.1,Western Australia,221.48
2019-12-02,288,174,63,1144.6,Western Australia,226.19
2019-12-03,141,143,58,657.6,Western Australia,110.74
2019-12-04,339,226,110,2794.1,Western Australia,266.25
2019-12-05,176,134,61,922.4,Western Australia,138.23
2019-12-06,387,230,126,3446.9,Western Australia,303.95
2019-12-07,253,154,65,521.9,Western Australia,198.71
2019-12-08,395,176,62,1033.3,Western Australia,310.23
2019-12-09,344,152,52,979.6,Western Australia,270.18
2019-12-10,257,194,64,2412.1,Western Australia,201.85
2019-12-11,337,175,53,750.5,Western Australia,264.68
2019-12-12,244,179,61,1800.9,Western Australia,191.64
2019-12-13,477,218,126,1603.3,Western Australia,374.63
2019-12-14,868,226,126,2257.0,Western Australia,681.73
2019-12-15,933,226,126,1603.5,Western Australia,732.78
2019-12-16,443,177,53,1909.9,Western Australia,347.93
2019-12-17,314,228,126,1604.9,Western Australia,246.62
2019-12-18,608,162,60,3283.0,Western Australia,477.52
2019-12-19,1006,229,126,1961.3,Western Australia,790.11
2019-12-20,445,226,72,2580.8,Western Australia,349.5
2019-12-21,549,232,126,2319.1,Western Australia,431.18
2019-12-22,312,226,67,1976.0,Western Australia,245.04
2019-12-23,153,157,65,553.6,Western Australia,120.17
2019-12-24,207,230,59,2965.3,Western Australia,162.58
2019-12-25,233,128,52,802.1,Western Australia,183.0
2019-12-26,325,201,126,5153.5,Western Australia,255.25
2019-12-27,342,202,61,2018.4,Western Australia,268.61
2019-12-28,385,183,66,1480.9,Western Australia,302.38
2019-12-29,1033,210,126,4281.5,Western Australia,811.32
2019-12-30,313,167,126,1154.9,Western Australia,245.83
2019-12-31,251,228,126,1656.0,Western Australia,197.13
2020-01-01,850,161,59,1835.7,Western Australia,667.59
2020-01-02,1197,233,126,2711.2,Western Australia,940.12
2020-01-03,60,142,41,547.3,Western Australia,47.12
2020-01-04,97,129,52,249.7,Western Australia,76.18
2020-01-05,239,226,64,4675.5,Western Australia,187.71
2020-01-06,534,185,126,1089.4,Western Australia,419.4
2020-01-07,1016,226,108,1612.3,Western Australia,797.96
2020-01-08,594,226,68,11164.1,Western Australia,466.53
2020-01-09,16,192,65,1071.9,Western Australia,12.57
2020-01-10,28,95,42,586.5,Western Australia,21.99
2020-01-11,85,176,126,693.6,Western Australia,66.76
