"latitude","longitude","brightness","acq_date","bright_t31","frp"
"-13.802","132.879","310.2","2019-10-04","297","37.2"
"-15.407","134.563","308.2","2019-10-04","294.1","27.3"
"-14.484","143.146","305.8","2019-10-04","292.4","6.2"
"-15.858","144.515","312.4","2019-10-04","290.9","12.1"
"-14.718","141.848","330.6","2019-10-04","295.7","27.2"
"-15.844","144.546","329","2019-10-04","291.8","31.7"
"-14.24","143.594","307.7","2019-10-04","292.6","6.5"
"-13.095","132.592","310","2019-10-04","294.9","36.8"
"-14.249","143.595","310.7","2019-10-04","292.9","8.8"
"-13.107","132.625","321.2","2019-10-04","295.5","92.3"
"-14.455","143.151","306.6","2019-10-04","292","6.6"
"-13.853","132.951","310.1","2019-10-04","297.3","36.4"
"-13.103","132.629","321.1","2019-10-04","295.3","89.5"
"-13.047","131.28","308.8","2019-10-04","293.1","58.3"
"-13.09","132.597","311.3","2019-10-04","295","40.5"
"-15.85","144.503","308.7","2019-10-04","290.9","9.3"
"-13.076","132.621","306","2019-10-04","294.6","24.4"
"-15.852","144.464","302.9","2019-10-04","289.9","6.6"
"-14.242","143.584","310","2019-10-04","292.8","8.4"
"-13.85","132.958","311.6","2019-10-04","297.5","43.2"
"-15.858","144.581","307.9","2019-10-04","290.1","9.3"
"-14.658","141.88","306.8","2019-10-04","294.7","5.1"
"-14.719","141.838","338.3","2019-10-04","296.5","38.2"
"-13.814","132.886","308.8","2019-10-04","297.3","33.2"
"-15.851","144.475","316.2","2019-10-04","290.7","18"
"-15.854","144.482","319.5","2019-10-04","290.9","18.3"
"-13.838","132.95","382.6","2019-10-04","303.9","889"
"-13.414","132.457","304.8","2019-10-04","294.1","20.5"
"-13.834","132.98","371.9","2019-10-04","301.7","658.3"
"-13.423","132.464","307.6","2019-10-04","294.2","29.5"
"-15.867","144.462","318","2019-10-04","290.7","16.7"
"-15.853","144.547","325.5","2019-10-04","291.9","27.3"
"-13.443","132.434","309","2019-10-04","294.8","35.4"
"-13.814","132.912","310.2","2019-10-04","297.2","35.3"
"-14.227","143.576","313.9","2019-10-04","293.1","12.7"
"-15.849","144.485","325.4","2019-10-04","291.7","28.5"
"-15.84","144.484","312.2","2019-10-04","290.5","13.5"
"-14.721","141.829","320.4","2019-10-04","295.1","15.6"
"-13.08","132.59","305.2","2019-10-04","294.6","21.6"
"-13.822","132.949","321.8","2019-10-04","297.5","87.1"
"-14.465","143.153","324.2","2019-10-04","293","21.3"
"-14.237","143.577","309.8","2019-10-04","293","9.4"
"-14.539","143.141","303.8","2019-10-04","292.7","4.4"
"-14.248","143.605","310.1","2019-10-04","292.7","8.4"
"-13.045","131.275","308.9","2019-10-04","293.1","59.5"
"-14.463","143.163","340","2019-10-04","294.5","44.4"
"-15.413","134.569","309.8","2019-10-04","294.2","31.1"
"-15.838","144.495","312.9","2019-10-04","290.6","14.4"
"-14.457","143.142","306.2","2019-10-04","292.3","6.5"
"-15.848","144.496","322.8","2019-10-04","292.3","25.6"
"-13.106","132.599","317.5","2019-10-04","295.1","69.9"
"-15.855","144.471","318","2019-10-04","290.5","17.2"
"-13.123","132.627","319","2019-10-04","295.3","80.2"
"-13.092","132.623","319.3","2019-10-04","295.1","81.1"
"-14.529","143.149","307.6","2019-10-04","292.8","7"
"-14.491","143.153","304.5","2019-10-04","292.5","4.6"
"-14.259","143.597","306","2019-10-04","292.5","6.1"
"-14.53","143.14","303.5","2019-10-04","292.5","4.4"
"-13.452","132.44","310","2019-10-04","294.7","39.6"
"-15.84","144.55","301.5","2019-10-04","290.7","5.6"
"-14.901","141.983","305","2019-10-04","294.7","4"
"-14.257","143.607","311.6","2019-10-04","292.8","10.4"
"-14.278","143.662","304","2019-10-04","293.2","4.8"
"-14.235","143.587","310.5","2019-10-04","292.9","9.9"
"-13.798","132.883","307","2019-10-04","297","26.9"
"-13.275","141.971","303.5","2019-10-04","293.4","3.8"
"-12.061","141.838","324.2","2019-10-04","295.5","20.2"
"-12.052","141.836","339.9","2019-10-04","295.3","41.9"
"-12.429","141.777","310.8","2019-10-04","294.4","8"
"-12.43","141.768","309.9","2019-10-04","294.3","7.4"
"-13.342","142.016","304.7","2019-10-04","293.8","4.8"
"-17.095","143.411","305.4","2019-10-04","295.2","4.6"
"-11.573","142.225","305.5","2019-10-04","291.9","5.8"
"-11.603","142.141","315.7","2019-10-04","293.3","12.7"
"-11.61","142.218","307.4","2019-10-04","293","6.4"
"-11.609","142.228","304","2019-10-04","293","4.2"
"-11.627","142.23","318","2019-10-04","293.7","14.4"
"-11.802","142.723","303.9","2019-10-04","292.6","4.2"
"-11.632","142.26","314.4","2019-10-04","293.7","11.9"
"-11.626","142.24","317.6","2019-10-04","293.6","14.1"
"-11.635","142.241","310.5","2019-10-04","293.6","8.7"
"-11.633","142.25","317.4","2019-10-04","293.9","14.4"
"-11.804","142.713","306.6","2019-10-04","292.2","6.5"
"-13.289","141.87","303.6","2019-10-04","293.2","4.2"
"-13.339","141.912","306","2019-10-04","293.4","5.4"
"-11.881","142.192","303.6","2019-10-04","293.4","4.2"
"-11.993","142.805","304.6","2019-10-04","292.6","4.7"
"-12.01","142.817","306.2","2019-10-04","292.7","5.7"
"-12.06","141.847","311.5","2019-10-04","294.5","8.4"
"-11.606","142.122","304.8","2019-10-04","293.1","4.8"
"-12.068","141.857","305","2019-10-04","293.9","4.4"
"-12.426","141.796","315.1","2019-10-04","294.5","11.7"
"-11.665","142.036","304","2019-10-04","293.2","4.6"
"-11.845","142.436","305.8","2019-10-04","293","5.6"
"-12.428","141.786","310.3","2019-10-04","294.4","7.4"
"-13.337","141.921","304.7","2019-10-04","293.2","4.5"
"-11.963","132.722","323","2019-10-04","292.9","105.3"
"-11.948","132.721","311.1","2019-10-04","292.4","48.4"
"-11.951","132.692","310.9","2019-10-04","292.7","47.2"
"-18.29","142.526","326","2019-10-04","297.8","21.2"
"-18.289","142.535","325.5","2019-10-04","297.8","20.9"
"-17.201","143.444","305.1","2019-10-04","294.5","4.5"
"-12.073","142.764","307.8","2019-10-04","292.5","7"
"-12.074","142.754","311.2","2019-10-04","292.6","9.9"
"-17.209","143.442","310.2","2019-10-04","294.7","7.3"
"-17.22","143.434","308.8","2019-10-04","294.8","6.5"
"-17.24","143.427","311.1","2019-10-04","295.3","8.2"
"-11.783","142.744","307.2","2019-10-04","292.6","7.4"
"-11.79","142.741","309.1","2019-10-04","292.5","7.6"
"-12.044","142.783","303.9","2019-10-04","292.6","4.5"
"-12.039","142.812","307.4","2019-10-04","292.8","7.1"
"-11.565","142.214","312.3","2019-10-04","292.3","10.8"
"-13.439","132.466","311.7","2019-10-04","294.8","47.1"
"-17.06","143.395","305.8","2019-10-04","295.4","5.1"
"-12.063","142.762","310.1","2019-10-04","292.6","8.5"
"-12.054","142.775","304.5","2019-10-04","292.7","5.1"
"-12.038","142.822","304.3","2019-10-04","292.8","4.9"
"-17.086","143.409","306.9","2019-10-04","295.5","5.4"
"-17.174","143.44","316.9","2019-10-04","294.8","13.1"
"-12.034","142.781","310.7","2019-10-04","292.8","9.2"
"-28.177","152.355","301.1","2019-10-04","286.1","17.5"
"-29.732","151.907","302.2","2019-10-04","281.5","24.8"
"-29.788","152.399","308.4","2019-10-04","289.3","23.6"
"-29.792","152.418","304.1","2019-10-04","288.7","17.3"
"-29.796","152.412","304.9","2019-10-04","288.4","16.6"
"-28.694","129.752","334.1","2019-10-04","299.4","155.3"
"-28.708","129.763","349.1","2019-10-04","301.3","278"
"-28.47","128.699","316.5","2019-10-04","298.4","43.3"
"-28.475","128.674","316.1","2019-10-04","298.2","41.9"
"-28.394","128.585","312.6","2019-10-04","298.4","24.7"
"-28.6","129.756","315.7","2019-10-04","296.1","48.5"
"-28.607","129.727","322","2019-10-04","297.1","78.7"
"-28.549","129.705","331","2019-10-04","296.9","134.3"
"-28.397","128.673","314.5","2019-10-04","296.9","32.4"
"-28.695","129.823","310.2","2019-10-04","297.1","36.2"
"-28.564","129.709","319.2","2019-10-04","296.8","67.4"
"-28.658","129.774","326","2019-10-04","298.3","99.9"
"-28.673","129.778","326.4","2019-10-04","298.7","103.8"
"-28.681","129.812","335.9","2019-10-04","299.3","170.8"
"-28.701","129.793","345.7","2019-10-04","301.4","247.3"
"-28.431","128.575","318.4","2019-10-04","298.9","41.3"
"-28.379","128.449","309.7","2019-10-04","297.2","21.9"
"-28.665","129.744","329.3","2019-10-04","298.9","125.6"
"-28.615","129.76","341.5","2019-10-04","297.8","203.8"
"-28.426","128.6","327","2019-10-04","299.3","75.3"
"-28.679","129.754","323.4","2019-10-04","298.6","88.7"
"-28.365","128.445","307.3","2019-10-04","296.7","18.3"
"-28.636","129.735","345.3","2019-10-04","299","243.9"
"-28.456","128.695","325.5","2019-10-04","298.9","76.4"
"-28.651","129.81","313.7","2019-10-04","296.5","49.1"
"-28.462","128.67","314.2","2019-10-04","297.7","33.7"
"-28.361","128.637","310.5","2019-10-04","297.8","22.6"
"-28.616","129.755","349.7","2019-10-04","298.9","279.4"
"-28.722","129.767","315.5","2019-10-04","298.9","53"
"-28.672","129.785","326.7","2019-10-04","298.7","105.5"
"-28.434","128.662","323.2","2019-10-04","297.8","61.5"
"-28.693","129.758","343.3","2019-10-04","300.4","223.8"
"-28.629","129.765","326","2019-10-04","297.1","98.1"
"-28.652","129.804","316.6","2019-10-04","296.8","58.7"
"-28.664","129.75","335.8","2019-10-04","299.3","165.5"
"-28.443","128.659","328.8","2019-10-04","298.5","87"
"-28.443","128.692","315","2019-10-04","298.4","36.4"
"-28.687","129.782","351.6","2019-10-04","301.6","306.8"
"-28.687","129.789","350.1","2019-10-04","301.4","289.6"
"-28.601","129.751","322.1","2019-10-04","296.4","75.4"
"-28.464","128.557","328.4","2019-10-04","299.6","86.5"
"-28.465","128.692","320.8","2019-10-04","298.6","58.1"
"-28.68","129.819","325.5","2019-10-04","298.2","104.5"
"-28.438","128.685","316.6","2019-10-04","298.2","39.7"
"-28.37","128.632","311.2","2019-10-04","297.7","26"
"-28.621","129.731","357.9","2019-10-04","300.1","375.6"
"-28.489","128.677","308.5","2019-10-04","298.3","22.2"
"-28.608","129.722","317.9","2019-10-04","297","58.6"
"-28.535","129.701","311.9","2019-10-04","295.6","41.3"
"-28.637","129.799","317.9","2019-10-04","296.5","64.1"
"-28.45","128.554","316.4","2019-10-04","298.7","36.8"
"-28.644","129.769","332.4","2019-10-04","298","137.5"
"-28.658","129.78","321.5","2019-10-04","298","77"
"-28.622","129.726","342","2019-10-04","299.2","209.3"
"-28.456","128.561","320.1","2019-10-04","299.2","51.1"
"-28.448","128.666","327.4","2019-10-04","298.5","82.4"
"-28.469","128.565","324.3","2019-10-04","299.7","68.6"
"-28.47","128.667","314.5","2019-10-04","297.9","35.5"
"-28.667","129.808","328.8","2019-10-04","298.3","123.4"
"-28.41","128.677","308.1","2019-10-04","296.9","16.7"
"-28.708","129.756","332.3","2019-10-04","300.1","140"
"-28.536","129.695","308.4","2019-10-04","295.7","30.7"
"-28.696","129.817","314.1","2019-10-04","297.9","49.5"
"-28.65","129.739","338.1","2019-10-04","298.9","185.8"
"-28.679","129.748","318","2019-10-04","298.3","66.4"
"-28.451","128.688","324.2","2019-10-04","298.5","71.8"
"-28.702","129.786","348.6","2019-10-04","302.5","275.3"
"-28.665","129.814","326.3","2019-10-04","297.7","110.4"
"-12.051","141.837","302.6","2019-10-04","292.5","6.6"
"-11.601","142.129","309.3","2019-10-04","292.8","13.1"
"-11.626","142.241","311.6","2019-10-04","292.8","14.9"
"-11.628","142.254","309.4","2019-10-04","292.7","13.1"
"-11.599","142.117","307.7","2019-10-04","292.5","11.4"
"-12.07","142.754","304","2019-10-04","291.9","8.6"
"-11.582","142.279","312.6","2019-10-04","292.4","17.6"
"-11.584","142.292","305.9","2019-10-04","292.3","9.6"
"-11.612","142.34","312","2019-10-04","292.7","15.5"
"-11.619","142.347","312.2","2019-10-04","292.6","16.1"
"-11.617","142.334","309.6","2019-10-04","292.5","12.6"
"-15.898","144.465","308.9","2019-10-04","289.8","30.6"
"-15.665","130.975","314.1","2019-10-04","298.8","31.8"
"-13.009","131.287","304.1","2019-10-04","292.8","14.5"
"-15.662","131.038","308.1","2019-10-04","297.5","14"
"-15.666","130.989","322.2","2019-10-04","299.4","50.6"
"-15.669","131.009","333.3","2019-10-04","299","87.2"
"-12.964","131.338","303","2019-10-04","292.8","13.3"
"-15.677","130.972","315.7","2019-10-04","299.2","36.2"
"-15.682","131.074","310","2019-10-04","297.6","17.4"
"-15.673","131.029","337","2019-10-04","298.9","102.7"
"-15.676","131.048","311.3","2019-10-04","297.5","17"
"-15.678","130.986","315.5","2019-10-04","299.3","32.8"
"-15.687","130.962","314.7","2019-10-04","298.6","32.1"
"-15.691","130.983","336.5","2019-10-04","300.7","107"
"-15.657","131.159","309.2","2019-10-04","296.7","16.8"
"-15.667","131.138","308.1","2019-10-04","297","14.6"
"-15.695","131.004","323","2019-10-04","298.6","51.4"
"-12.958","142.995","304.8","2019-10-04","288.3","13.7"
"-12.956","142.98","304.8","2019-10-04","288.2","13.1"
"-12.768","142.852","301.5","2019-10-04","290.3","7"
"-12.96","131.317","303.4","2019-10-04","292.8","14.6"
"-12.965","131.324","311.1","2019-10-04","293.1","31.8"
"-15.67","131.157","308.9","2019-10-04","297.1","16.8"
"-15.888","144.471","309.4","2019-10-04","289.8","28.9"
"-15.659","131.018","318.9","2019-10-04","298.5","41"
"-15.675","131.035","323.1","2019-10-04","297.6","50.8"
"-15.672","131.016","335.9","2019-10-04","298.9","100.7"
"-15.668","130.995","319.3","2019-10-04","299.2","42.5"
"-13.797","132.876","311.4","2019-10-04","294.7","18.7"
"-13.139","132.654","315.5","2019-10-04","294.7","28.9"
"-18.292","142.534","304.5","2019-10-04","293.8","10.9"
"-18.287","142.541","306.8","2019-10-04","293.9","15.7"
"-11.958","132.68","307.7","2019-10-04","293.2","17.7"
"-11.943","132.735","324.5","2019-10-04","293.5","53"
"-11.955","132.733","305.7","2019-10-04","293.3","13.6"
"-15.404","126.573","302.1","2019-10-04","290.1","56.9"
"-15.382","126.542","302.2","2019-10-04","290.3","58.3"
"-15.856","144.542","312.7","2019-10-04","290.1","40.2"
"-28.657","129.792","322.7","2019-10-04","298.9","25.6"
"-28.434","128.603","323.5","2019-10-04","300.2","37.4"
"-28.659","129.745","352.4","2019-10-04","303.5","112.9"
"-13.04","131.32","306.8","2019-10-04","293.5","18.5"
"-28.651","129.824","314.8","2019-10-04","297.6","17.7"
"-28.633","129.782","312.2","2019-10-04","297.3","8.5"
"-28.617","129.817","329.8","2019-10-04","298.4","43.7"
"-28.665","129.836","311.6","2019-10-04","297.4","14.3"
"-13.026","131.305","304.7","2019-10-04","293.2","15"
"-28.565","129.72","327","2019-10-04","298.8","39"
"-28.432","129.573","308.9","2019-10-04","297","11.3"
"-28.373","128.454","309.3","2019-10-04","296.7","15.7"
"-13.077","132.619","308.5","2019-10-04","294.6","15.4"
"-13.137","132.638","313.1","2019-10-04","294.9","24"
"-28.451","128.562","315.9","2019-10-04","298.7","24.4"
"-28.404","129.547","309.4","2019-10-04","296.8","12.2"
"-28.466","128.576","315.8","2019-10-04","299.2","23.8"
"-14.461","143.161","301.4","2019-10-04","290.7","10"
"-28.422","129.505","307.2","2019-10-04","296.2","10.7"
"-14.252","143.603","301.3","2019-10-04","290.8","9.5"
"-13.79","132.884","313.5","2019-10-04","294.6","23.5"
"-28.564","129.727","319","2019-10-04","297.6","23.6"
"-28.551","129.714","354.7","2019-10-04","301.3","125.6"
"-13.113","132.642","317.9","2019-10-04","295.3","32.1"
"-28.662","129.822","334.3","2019-10-04","299.6","53.4"
"-28.554","129.722","338.4","2019-10-04","300.7","66.5"
"-28.529","129.719","311.7","2019-10-04","296.2","15.2"
"-28.554","129.729","320.9","2019-10-04","297.2","27"
"-28.689","129.825","325.8","2019-10-04","299.7","37.4"
"-28.489","129.745","307.5","2019-10-04","295.8","9.4"
"-28.67","129.804","337.5","2019-10-04","300.8","61.3"
"-28.673","129.798","335.4","2019-10-04","300.2","56.8"
"-28.341","128.639","307.7","2019-10-04","297.6","11.3"
"-28.412","128.596","317","2019-10-04","298.8","22.4"
"-13.432","132.464","307.9","2019-10-04","294.5","13.3"
"-28.39","128.545","308.7","2019-10-04","296.6","12.2"
"-28.673","129.819","335.6","2019-10-04","300.5","57.2"
"-13.086","132.63","318","2019-10-04","294.9","31.6"
"-13.092","132.634","316","2019-10-04","294.8","27.3"
"-13.125","132.64","315.6","2019-10-04","295.1","28.3"
"-28.662","129.738","336","2019-10-04","300.3","60"
"-28.651","129.741","336.3","2019-10-04","301.2","59.9"
"-28.678","129.766","352.4","2019-10-04","303.9","112.1"
"-28.551","129.707","332.8","2019-10-04","298.5","53.2"
"-13.036","131.299","319.5","2019-10-04","293.6","52.3"
"-28.7","129.761","321.5","2019-10-04","300.4","27.1"
"-15.84","144.523","315.1","2019-10-04","290","42.5"
"-28.689","129.763","329.7","2019-10-04","300.8","43.5"
"-28.668","129.83","324.2","2019-10-04","299.6","34.1"
"-28.665","129.753","359.7","2019-10-04","305.4","143.7"
"-28.464","129.672","307","2019-10-04","296.6","9.6"
"-28.394","128.692","314.9","2019-10-04","298","21"
"-28.702","129.776","349.7","2019-10-04","303.2","101"
"-28.54","129.717","340","2019-10-04","299.2","73.5"
"-28.705","129.79","328.7","2019-10-04","300.5","41.2"
"-28.676","129.751","377.6","2019-10-04","308.3","246.4"
"-28.455","128.708","314.8","2019-10-04","298.3","20"
"-28.592","129.807","320.9","2019-10-04","297","25.8"
"-28.667","129.789","320","2019-10-04","298.6","24.1"
"-14.726","141.816","304.6","2019-10-04","291.4","9.3"
"-28.649","129.747","349.2","2019-10-04","303.4","99.8"
"-28.444","128.699","316","2019-10-04","298.2","21.8"
"-13.817","132.922","309.6","2019-10-04","294.7","14.1"
"-28.441","128.681","324.3","2019-10-04","298.3","39.2"
"-13.841","132.997","310.8","2019-10-04","295.1","15.9"
"-28.686","129.81","332.9","2019-10-04","300.5","51"
"-28.675","129.834","318.3","2019-10-04","298.1","23.8"
"-28.427","128.61","327.6","2019-10-04","299.4","47.9"
"-28.627","129.752","339.4","2019-10-04","300.8","67.3"
"-28.641","129.827","326.1","2019-10-04","298.2","35.7"
"-28.616","129.755","322.2","2019-10-04","298.4","26.4"
"-28.361","128.645","310.9","2019-10-04","298.4","15.2"
"-13.039","131.303","320.9","2019-10-04","293.8","57.9"
"-13.836","132.966","322.4","2019-10-04","296.4","34.8"
"-13.8","132.892","316.5","2019-10-04","295.1","26.4"
"-28.71","129.758","321.1","2019-10-04","300.3","25.7"
"-28.727","129.785","313.7","2019-10-04","299.9","14.7"
"-28.662","129.8","326.8","2019-10-04","299.4","35.9"
"-28.537","129.702","313.1","2019-10-04","296.7","16.9"
"-28.592","129.745","341.3","2019-10-04","299.4","73.8"
"-28.437","128.663","320","2019-10-04","298.3","29.5"
"-28.668","129.768","335.7","2019-10-04","301","56.5"
"-28.676","129.813","338","2019-10-04","301.1","64.3"
"-28.646","129.732","310.1","2019-10-04","298.2","11.7"
"-28.724","129.77","372.6","2019-10-04","306","213.2"
"-28.665","129.815","326.9","2019-10-04","299.2","37.2"
"-15.842","144.544","382","2019-10-04","295.7","566.6"
"-28.694","129.793","329.3","2019-10-04","300.3","42.9"
"-15.853","144.52","306.8","2019-10-04","289.7","23.3"
"-28.716","129.788","318.7","2019-10-04","300.2","21.5"
