"latitude","longitude","brightness","acq_date","bright_t31","frp"
"-12.641","141.923","333.3","2019-10-04","304.6","21.9"
"-19.76","147.145","317.5","2019-10-04","297.8","33.8"
"-17.012","143.373","329.4","2019-10-04","309","14.2"
"-12.643","141.932","333.5","2019-10-04","304.3","22.4"
"-20.732","139.478","341.5","2019-10-04","314.8","29.1"
"-13.28","141.889","325.2","2019-10-04","304.5","8.2"
"-18.292","142.512","339.1","2019-10-04","311.4","29.4"
"-18.277","142.547","331.1","2019-10-04","310.2","16.7"
"-18.276","142.536","345.2","2019-10-04","312.1","43.9"
"-18.268","142.548","334.9","2019-10-04","312.3","23.1"
"-18.266","142.537","382","2019-10-04","317.6","177.1"
"-18.265","142.526","338.4","2019-10-04","308.9","29.7"
"-18.374","142.439","331.1","2019-10-04","313.9","11.1"
"-16.842","139.103","318.3","2019-10-04","306.3","13"
"-11.588","142.209","322","2019-10-04","289.7","13.6"
"-11.611","142.246","336.6","2019-10-04","290.5","29.2"
"-18.257","142.539","338.7","2019-10-04","313.4","31.1"
"-11.613","142.255","341.1","2019-10-04","288.2","37.1"
"-18.253","142.535","328.5","2019-10-04","311.6","13.1"
"-17.013","143.385","328.7","2019-10-04","308.1","13.5"
"-11.622","142.254","347.9","2019-10-04","290","49"
"-17.022","143.372","326.9","2019-10-04","309.4","8.9"
"-20.741","139.477","335.8","2019-10-04","313.3","20.2"
"-12.069","142.744","322.3","2019-10-04","287.3","14.8"
"-12.328","132.716","326.4","2019-10-04","305","62.7"
"-22.298","130.183","333.8","2019-10-04","312","95.1"
"-22.295","130.176","334.3","2019-10-04","312.3","100.8"
"-28.497","129.703","362.7","2019-10-04","313.9","271.6"
"-28.392","128.595","342.2","2019-10-04","310.1","150.6"
"-28.369","128.632","341","2019-10-04","311.5","131.2"
"-27.93","130.785","329.2","2019-10-04","312.8","30"
"-28.416","129.516","328.7","2019-10-04","313.4","35.3"
"-28.46","129.662","336.6","2019-10-04","313.3","70.6"
"-28.45","129.579","337","2019-10-04","312.2","79.6"
"-28.369","128.638","336.1","2019-10-04","311.2","91.2"
"-27.942","130.775","328.3","2019-10-04","312.7","25"
"-28.421","129.541","330.2","2019-10-04","313.9","42"
"-28.328","128.589","326","2019-10-04","311.8","37.3"
"-28.363","128.603","327","2019-10-04","311.4","39.9"
"-28.439","129.562","366","2019-10-04","315.9","317.2"
"-28.334","128.618","327.3","2019-10-04","310.8","44"
"-28.465","129.686","355.1","2019-10-04","315.9","202.7"
"-28.492","129.679","359.9","2019-10-04","314","245.4"
"-28.483","129.707","335.5","2019-10-04","312.4","63.9"
"-28.477","129.702","346.4","2019-10-04","313.6","129.8"
"-28.478","129.683","363.3","2019-10-04","315.4","280.7"
"-28.472","129.678","362.6","2019-10-04","315.9","271"
"-28.458","129.681","340.4","2019-10-04","314.9","92.4"
"-28.363","128.61","333","2019-10-04","311.7","73"
"-28.485","129.674","348.8","2019-10-04","313.5","151"
"-28.445","129.554","338","2019-10-04","312.8","82.8"
"-28.503","129.695","372.4","2019-10-04","314.1","391.3"
"-28.49","129.698","360.3","2019-10-04","314.2","248.7"
"-28.226","128.404","336.6","2019-10-04","312.8","101"
"-28.22","128.374","326.5","2019-10-04","311.5","37.7"
"-28.384","128.628","343.9","2019-10-04","311.4","158.8"
"-28.338","128.493","331.1","2019-10-04","310.3","61.8"
"-28.47","129.711","327.5","2019-10-04","312.3","27.9"
"-28.344","128.516","323.9","2019-10-04","309.2","26"
"-28.378","128.599","346.4","2019-10-04","312.4","183.7"
"-28.338","128.487","328.5","2019-10-04","310.3","53.7"
"-28.225","128.397","337.3","2019-10-04","312.8","108.3"
"-28.346","128.453","350.8","2019-10-04","310.9","232.1"
"-28.445","129.587","336.3","2019-10-04","313.3","72"
"-28.437","129.582","341.3","2019-10-04","314.1","100.9"
"-28.334","128.611","328.9","2019-10-04","311","51.2"
"-28.432","129.558","350.3","2019-10-04","315.2","162.3"
"-28.398","128.624","375","2019-10-04","311.7","551.3"
"-15.711","126.828","332.3","2019-10-04","305.6","154.3"
"-15.707","126.786","332.5","2019-10-04","305.7","149.2"
"-15.675","126.832","324.7","2019-10-04","307.2","63.9"
"-15.707","126.791","337.1","2019-10-04","305.6","210.1"
"-15.693","126.83","331.2","2019-10-04","304.4","136.7"
"-15.711","126.833","331.3","2019-10-04","305.6","143.1"
"-15.689","126.788","335.3","2019-10-04","305.7","179.5"
"-15.689","126.793","339.5","2019-10-04","305.8","237.8"
"-15.693","126.835","328.5","2019-10-04","304.4","103.8"
"-14.233","126.958","326.5","2019-10-04","301.2","87.9"
"-16.491","123.845","327.2","2019-10-04","308.7","46"
"-15.381","126.936","326.1","2019-10-04","303.3","76"
"-16.614","124.722","333.3","2019-10-04","309.9","94.1"
"-16.534","123.84","322.9","2019-10-04","309.6","27.6"
"-16.543","123.92","323.6","2019-10-04","310.3","27.6"
"-16.486","123.824","325.6","2019-10-04","309.6","34.7"
"-14.265","126.908","327.6","2019-10-04","304.1","69.5"
"-16.488","123.818","324.8","2019-10-04","309.9","32.9"
"-26.204","146.658","356.6","2019-10-04","319.3","129.7"
"-26.202","146.676","341","2019-10-04","316.2","58.7"
"-26.189","146.663","337.8","2019-10-04","316.2","47.5"
"-26.045","151.046","328.2","2019-10-04","311.7","13.4"
"-26.212","146.666","342.4","2019-10-04","316.4","63.8"
"-26.11","150.836","320.5","2019-10-04","307.3","6.8"
"-20.55","147.804","329.6","2019-10-04","311.6","17.2"
"-20.54","147.803","348.3","2019-10-04","311.9","57.9"
"-22.388","150.668","360.4","2019-10-04","302.8","85.3"
"-26.202","146.648","342.8","2019-10-04","316.8","64.8"
"-22.354","150.582","322","2019-10-04","299.8","13.7"
"-26.2","146.665","373.1","2019-10-04","319.6","237"
"-22.401","150.64","327.5","2019-10-04","300.3","20.8"
"-26.192","146.657","356.6","2019-10-04","317.6","131"
"-26.19","146.674","338.9","2019-10-04","315.8","52.7"
"-27.218","149.834","333.1","2019-10-04","317.8","16"
"-27.49","150.014","332","2019-10-04","319.3","13"
"-27.88","152.315","325.4","2019-10-04","299.8","15.9"
"-29.985","152.364","316.1","2019-10-04","298.2","9"
"-28.177","152.355","351.3","2019-10-04","305.2","56.6"
"-29.797","152.343","336.7","2019-10-04","307.6","31.8"
"-28.176","152.365","341.1","2019-10-04","297.5","36"
"-27.867","152.274","326.1","2019-10-04","304.3","14.6"
"-27.874","152.296","330.6","2019-10-04","302.5","21.2"
"-28.402","150.041","330.5","2019-10-04","318.8","11"
"-27.882","152.304","326.5","2019-10-04","302","16.5"
"-29.983","152.325","322.6","2019-10-04","298.5","16.2"
"-29.789","152.331","357.4","2019-10-04","309.1","72.9"
"-29.411","153.182","322.9","2019-10-04","301.5","14.9"
"-29.788","152.342","363.6","2019-10-04","307.6","90.9"
"-30.008","152.336","342.3","2019-10-04","301.2","39.1"
"-30.011","152.314","338.5","2019-10-04","308.1","29.7"
"-28.4","150.053","328.4","2019-10-04","315.9","7.9"
"-29.78","152.329","337.1","2019-10-04","303.2","30.6"
"-30.009","152.325","341.8","2019-10-04","305.4","36"
"-33.669","150.716","319.3","2019-10-04","307.3","8.7"
"-33.671","150.703","331.1","2019-10-04","309.9","26.9"
"-33.671","150.695","324.5","2019-10-04","307.9","17.6"
"-33.669","150.708","335.2","2019-10-04","309.5","35"
"-32.698","147.21","326","2019-10-04","310.6","23"
"-25.921","150.258","332.1","2019-10-04","309.7","20.4"
"-25.93","150.26","333.6","2019-10-04","307.4","21.9"
"-25.929","150.27","328.1","2019-10-04","309.1","13.6"
"-12.912","142.981","405.4","2019-10-04","302.5","799.5"
"-12.91","142.999","335.4","2019-10-04","297.7","82.8"
"-13.388","141.921","318.7","2019-10-04","299","38.5"
"-12.914","142.962","343.2","2019-10-04","294.5","122.1"
"-12.922","143.001","333.6","2019-10-04","298.8","73"
"-14.258","143.599","326.1","2019-10-04","300.2","34.6"
"-14.245","143.574","323.9","2019-10-04","301.3","28.6"
"-14.533","143.137","320.2","2019-10-04","295.2","33.5"
"-14.233","143.572","323.5","2019-10-04","300.9","27.7"
"-14.248","143.579","325.6","2019-10-04","301.2","31.5"
"-15.868","144.469","324.5","2019-10-04","282.4","41.2"
"-14.255","143.593","327.7","2019-10-04","300.9","38.6"
"-15.858","144.55","316.6","2019-10-04","288.9","24"
"-13.332","141.863","318.1","2019-10-04","295.3","33.9"
"-12.422","141.763","321.3","2019-10-04","294.2","43.4"
"-18.289","142.526","326.9","2019-10-04","307.3","37.4"
"-11.61","142.125","317.1","2019-10-04","289.2","27.1"
"-13.279","141.896","318.2","2019-10-04","297","29.2"
"-18.28","142.532","329.7","2019-10-04","307.6","51.9"
"-17.037","143.387","326.1","2019-10-04","302","33.8"
"-16.53","123.824","339.6","2019-10-04","315.1","24.5"
"-16.645","124.908","352.8","2019-10-04","318.5","43.7"
"-16.644","124.918","337.6","2019-10-04","317","15"
"-16.654","124.91","336.3","2019-10-04","320.1","12.2"
"-16.653","124.919","346.8","2019-10-04","318","30.9"
"-16.662","124.921","341.4","2019-10-04","318.5","19.8"
"-16.527","123.913","339.1","2019-10-04","319.6","18.7"
"-16.526","123.923","335.2","2019-10-04","318.6","12.5"
"-16.546","123.906","349.3","2019-10-04","318.1","38.5"
"-16.557","123.898","347.4","2019-10-04","317.3","36.1"
"-16.556","123.908","375.7","2019-10-04","318.8","120.1"
"-16.565","123.909","391.3","2019-10-04","324.4","194.4"
"-16.564","123.919","367.4","2019-10-04","319.8","90.4"
"-16.574","123.91","349.8","2019-10-04","316.7","44.7"
"-16.573","123.92","336.7","2019-10-04","317.5","18.9"
"-16.801","124.786","338.1","2019-10-04","319.4","12.8"
"-16.802","124.777","353.1","2019-10-04","320","42.6"
"-16.804","124.767","342.5","2019-10-04","319.2","20.9"
"-16.793","124.775","342.3","2019-10-04","321.6","19.8"
"-16.783","124.716","353.4","2019-10-04","315.5","48.7"
"-16.785","124.707","331.5","2019-10-04","313.2","9.7"
"-16.774","124.715","332.6","2019-10-04","315","9.7"
"-16.741","124.751","345.4","2019-10-04","315.9","27.9"
"-16.502","123.834","338.3","2019-10-04","314.5","21.8"
"-16.503","123.824","342.2","2019-10-04","315.4","29"
"-16.643","124.864","332.7","2019-10-04","319.3","10.1"
"-16.644","124.855","337.6","2019-10-04","318.9","17.3"
"-16.55","124.805","333.6","2019-10-04","314.5","14.9"
"-14.294","126.822","348","2019-10-04","309.6","41.5"
"-14.293","126.833","349","2019-10-04","308.2","44"
"-15.405","126.723","344.3","2019-10-04","314.8","32.2"
"-15.425","126.778","347.3","2019-10-04","319.7","36.9"
"-15.48","126.701","340.5","2019-10-04","317.3","25.1"
"-16.497","124.262","342.7","2019-10-04","312.8","31.9"
"-16.499","124.253","337.1","2019-10-04","315.4","21.6"
"-15.5","129.822","354.7","2019-10-04","307","113.5"
"-15.521","129.764","349.2","2019-10-04","312.6","83.1"
"-15.529","129.781","337.8","2019-10-04","295.6","45.2"
"-15.519","129.77","341.1","2019-10-04","311.7","52.8"
"-15.53","129.772","351.4","2019-10-04","306.3","93.4"
"-13.815","132.863","330.2","2019-10-04","304.3","72.3"
"-14.018","130.131","368.1","2019-10-04","302.2","226.5"
"-14.033","130.116","335.4","2019-10-04","302.9","48.4"
"-14.03","130.133","357.1","2019-10-04","307.3","150.8"
"-16.528","123.834","347.4","2019-10-04","317.1","40.4"
"-16.54","123.816","342.7","2019-10-04","316","30.3"
"-16.539","123.826","372.8","2019-10-04","318.4","114.9"
"-16.537","123.835","332.4","2019-10-04","315.8","14.6"
"-15.403","126.733","345.3","2019-10-04","319.3","31.9"
"-15.348","126.8","368.5","2019-10-04","319.1","98.8"
"-15.35","126.79","342","2019-10-04","315.9","27.2"
"-15.352","126.708","344.9","2019-10-04","316.3","36.2"
"-16.494","123.823","347.4","2019-10-04","317.6","39.2"
"-16.483","123.831","336.9","2019-10-04","316.4","18.8"
"-16.485","123.821","330.7","2019-10-04","315.7","9.6"
"-15.396","126.529","340.1","2019-10-04","312.9","23.3"
"-15.405","126.53","343","2019-10-04","318.1","26.8"
"-15.404","126.54","353.3","2019-10-04","318.1","50.2"
"-15.47","126.541","340.8","2019-10-04","317.2","25.4"
"-15.531","126.556","347.9","2019-10-04","317.6","40.1"
"-28.392","128.586","368.9","2019-10-04","326.7","83.4"
"-27.663","127.523","348.5","2019-10-04","325.4","31.5"
"-28.551","129.776","340.3","2019-10-04","293.7","31.1"
"-28.532","129.732","347.6","2019-10-04","313.2","32.3"
"-28.512","129.739","352.8","2019-10-04","316.2","47.5"
"-15.266","131.518","349.1","2019-10-04","318","106.6"
"-28.421","128.692","373.2","2019-10-04","293.2","106.9"
"-28.416","128.612","412","2019-10-04","330.2","307.5"
"-28.433","128.673","362.2","2019-10-04","323.2","66.9"
"-28.57","129.779","392.6","2019-10-04","307.4","214.7"
"-28.573","129.758","389.9","2019-10-04","316.7","193.2"
"-28.446","129.576","374.1","2019-10-04","328","109.9"
"-28.437","129.574","345.8","2019-10-04","324.3","24.1"
"-27.936","130.784","341.3","2019-10-04","323.8","23.7"
"-28.572","129.769","414.6","2019-10-04","320.1","365.7"
"-28.506","129.715","353.1","2019-10-04","327.3","40.5"
"-28.475","129.731","334.6","2019-10-04","320.4","10.9"
"-28.407","128.673","375","2019-10-04","313.1","108.6"
"-28.357","128.632","353.2","2019-10-04","321.4","41"
"-28.356","128.642","341.2","2019-10-04","317.4","18.8"
"-28.418","128.601","392.3","2019-10-04","324.6","189.6"
"-28.398","128.608","349","2019-10-04","324.9","16.7"
"-28.4","128.661","382.6","2019-10-04","329.8","126"
"-28.409","128.6","453.9","2019-10-04","339.8","740.3"
"-28.391","128.66","403.5","2019-10-04","330.5","244.5"
"-28.389","128.67","354.3","2019-10-04","318.1","46.9"
"-28.41","128.589","368.4","2019-10-04","325.5","87.8"
"-28.374","128.646","393.4","2019-10-04","326.3","186.6"
"-28.4","128.598","433.6","2019-10-04","340.1","491.2"
"-28.401","128.588","399.1","2019-10-04","334.6","221.9"
"-28.382","128.658","365.4","2019-10-04","320.1","72.6"
"-28.391","128.596","374.2","2019-10-04","327.8","96.4"
"-28.383","128.648","397.6","2019-10-04","330.7","206.8"
"-28.367","128.634","350","2019-10-04","322.4","30.9"
"-28.383","128.584","349.2","2019-10-04","323.9","32"
"-28.376","128.636","378.3","2019-10-04","329.7","112.9"
"-28.561","129.778","368.5","2019-10-04","306.5","105.3"
"-28.407","128.61","377.4","2019-10-04","327.1","107.1"
"-28.392","128.649","361.4","2019-10-04","327.3","51.6"
"-28.35","128.62","346.9","2019-10-04","321.3","27.8"
"-28.458","129.717","362.4","2019-10-04","326.2","67.3"
"-28.468","129.719","405.7","2019-10-04","335.3","280.8"
"-28.341","128.618","354.9","2019-10-04","313.1","47"
"-28.382","128.468","368.3","2019-10-04","321.7","85.5"
"-28.368","128.497","400.8","2019-10-04","329.9","234.2"
"-28.394","128.513","400.7","2019-10-04","321.9","239.4"
"-28.339","128.629","358.8","2019-10-04","319.2","58.1"
"-28.562","129.767","378","2019-10-04","305.5","139.8"
"-28.209","128.455","345.1","2019-10-04","325.5","23.1"
"-28.2","128.453","342","2019-10-04","323.5","18.4"
"-28.264","128.513","349","2019-10-04","325","31.7"
"-28.351","128.487","352.3","2019-10-04","321.4","43.4"
"-28.35","128.497","347.1","2019-10-04","304.4","32.4"
"-13.82","132.927","348.5","2019-10-04","308.7","206.9"
"-28.348","128.508","342.7","2019-10-04","304.8","26.9"
"-28.359","128.495","379.9","2019-10-04","329","125.4"
"-28.356","128.516","347.9","2019-10-04","312.7","33.3"
"-28.361","128.485","370.1","2019-10-04","326.7","89.7"
"-28.358","128.506","348.7","2019-10-04","318.2","34"
"-13.447","132.442","333.2","2019-10-04","314","54.9"
"-28.541","129.718","358.4","2019-10-04","319.7","59.2"
"-28.504","129.726","380.1","2019-10-04","329.5","133.3"
"-28.362","128.475","357.9","2019-10-04","321.5","53.8"
"-28.364","128.528","350","2019-10-04","317","37.4"
"-28.367","128.507","364","2019-10-04","318.3","73"
"-28.376","128.509","367.9","2019-10-04","299.2","87.5"
"-28.391","128.47","398.4","2019-10-04","328.6","218.2"
"-28.386","128.501","414.5","2019-10-04","331.2","330.5"
"-28.388","128.49","390.4","2019-10-04","327.2","176.8"
"-28.389","128.48","406.8","2019-10-04","331.6","270"
"-28.4","128.472","341","2019-10-04","321.5","19.4"
"-28.382","128.531","336.4","2019-10-04","303.5","16.5"
"-13.835","132.93","352.9","2019-10-04","312.6","249.9"
"-28.348","128.63","373.6","2019-10-04","321.8","103.9"
"-28.397","128.492","387.8","2019-10-04","323.6","163.3"
"-28.398","128.482","384.3","2019-10-04","324.1","147"
"-28.37","128.487","443.7","2019-10-04","400.1","611.5"
"-28.417","129.515","337.1","2019-10-04","324.4","10.6"
"-28.448","129.687","336.9","2019-10-04","324.3","12.3"
"-28.455","129.578","347.5","2019-10-04","323.3","29.6"
"-28.444","129.587","342.2","2019-10-04","324.7","19.7"
"-28.469","129.708","395.2","2019-10-04","333.6","206.7"
"-28.447","129.565","344.7","2019-10-04","325.6","23.9"
"-28.398","128.672","404.3","2019-10-04","323.4","252.4"
"-28.477","129.721","386.1","2019-10-04","324.8","164"
"-28.495","129.724","371.1","2019-10-04","321.4","96.5"
"-28.497","129.714","362.5","2019-10-04","327.3","58.9"
"-15.729","134.526","337.9","2019-10-04","312.6","146.3"
"-15.735","134.493","326.8","2019-10-04","309.6","46.5"
"-28.423","128.682","350.8","2019-10-04","311.5","37.6"
"-28.514","129.728","359.1","2019-10-04","326.8","60.1"
"-28.525","129.719","360.7","2019-10-04","325.7","63.7"
"-28.534","129.721","376.8","2019-10-04","327.3","120.6"
"-28.558","129.733","335.5","2019-10-04","301.7","9.8"
"-28.566","129.745","351.6","2019-10-04","303.8","43.6"
"-28.488","129.712","362.2","2019-10-04","324.4","57.3"
"-13.85","132.933","334.3","2019-10-04","312.4","74"
"-13.848","132.938","336.2","2019-10-04","312.8","85.6"
"-13.825","132.9","352.1","2019-10-04","306.1","245"
"-28.502","129.681","357.5","2019-10-04","324.8","49.8"
"-28.535","129.71","356","2019-10-04","323.5","50.4"
"-28.526","129.708","364.9","2019-10-04","326.8","75.1"
"-28.478","129.71","386.8","2019-10-04","329.3","160.9"
"-28.457","129.567","346","2019-10-04","324.3","26.4"
"-28.438","129.563","350.4","2019-10-04","326.3","33.7"
"-28.428","129.506","342.3","2019-10-04","324.9","20.2"
"-28.471","129.697","367.9","2019-10-04","328.7","76.1"
"-28.46","129.706","362.7","2019-10-04","328.1","65.6"
"-28.371","128.477","371.6","2019-10-04","325.3","96.6"
"-28.395","128.502","363.2","2019-10-04","314.9","74"
"-28.392","128.523","375.4","2019-10-04","313.1","116.8"
"-28.379","128.489","445.7","2019-10-04","342.3","637.2"
"-28.385","128.511","446.5","2019-10-04","337.7","650.5"
"-28.383","128.521","380.8","2019-10-04","304.2","136.9"
"-15.72","134.517","328.5","2019-10-04","310.9","55.5"
"-28.38","128.478","358.5","2019-10-04","321.5","57.2"
"-28.414","129.536","345.6","2019-10-04","324","25.5"
"-28.377","128.499","427.3","2019-10-04","333.9","436.5"
"-28.486","129.722","367.9","2019-10-04","321.1","85"
"-28.466","129.729","350","2019-10-04","322.8","37.7"
"-15.263","131.538","350.2","2019-10-04","318.7","117.3"
"-28.568","129.79","340.5","2019-10-04","300","31.9"
"-28.503","129.737","381.8","2019-10-04","322.1","149.4"
"-28.521","129.741","351.9","2019-10-04","313.2","45.4"
"-28.551","129.72","336.3","2019-10-04","313.5","11"
"-28.564","129.756","365.2","2019-10-04","290.7","87"
"-27.654","127.521","350","2019-10-04","325.5","35"
"-15.605","126.615","334.4","2019-10-04","314.5","16.1"
"-15.655","126.701","335.3","2019-10-04","301.7","19.5"
"-15.664","126.702","341.2","2019-10-04","312.6","29.1"
"-15.643","126.842","370.4","2019-10-04","313.1","101.5"
"-15.713","126.761","342.4","2019-10-04","315.3","28.2"
"-15.711","126.771","344.1","2019-10-04","313.9","30.5"
"-15.71","126.781","351","2019-10-04","314.2","44.6"
"-15.722","126.763","340","2019-10-04","305.3","23.2"
"-15.72","126.773","357.8","2019-10-04","313","63.4"
"-15.719","126.783","402.7","2019-10-04","328.4","272.9"
"-15.717","126.793","387.3","2019-10-04","330.1","178.1"
"-15.716","126.803","365.8","2019-10-04","325.6","85.7"
"-15.726","126.78","451.4","2019-10-04","334.4","795.2"
"-15.725","126.79","453.7","2019-10-04","400.1","827.2"
"-15.723","126.8","364.8","2019-10-04","328","82.4"
"-15.722","126.81","351.1","2019-10-04","326.1","40.8"
"-15.736","126.782","369.4","2019-10-04","308.9","106.2"
"-15.734","126.791","428.9","2019-10-04","329.8","508.5"
"-15.732","126.801","383.5","2019-10-04","324.4","159.8"
"-15.731","126.812","356.2","2019-10-04","322","55.6"
"-15.634","126.841","354.7","2019-10-04","322.7","49.6"
"-15.619","126.843","336.9","2019-10-04","320.2","13.2"
"-15.588","129.984","335.4","2019-10-04","307.5","36.9"
"-15.572","130.004","328.9","2019-10-04","301.5","17.3"
"-15.569","130.019","335.5","2019-10-04","310","36.7"
"-15.645","126.832","369.5","2019-10-04","321.7","98.2"
"-15.585","126.622","352.5","2019-10-04","322.6","38.5"
"-15.58","129.749","340.4","2019-10-04","307","55.1"
"-15.572","129.794","341","2019-10-04","306.7","49.8"
"-15.6","129.769","342.4","2019-10-04","306.7","61.9"
"-15.584","126.632","355.5","2019-10-04","320.3","50.5"
"-15.597","126.604","359.9","2019-10-04","320.4","65.5"
"-15.596","126.614","403.9","2019-10-04","326.4","274.5"
"-15.594","126.624","450.9","2019-10-04","334","767.7"
"-15.593","126.634","367.6","2019-10-04","316.4","90.7"
"-15.607","126.606","334.7","2019-10-04","313.7","17.5"
"-15.604","126.625","338.6","2019-10-04","313.4","22.7"
"-15.566","126.572","368.2","2019-10-04","315.1","100.9"
"-15.574","126.57","350.5","2019-10-04","311.7","50.9"
"-15.6","126.584","340.9","2019-10-04","313.5","29.3"
"-15.599","126.594","355.7","2019-10-04","317.3","57.5"
"-15.542","129.632","331.5","2019-10-04","308.7","23"
"-15.54","129.647","330.3","2019-10-04","308.7","19.4"
"-15.551","129.649","330.4","2019-10-04","309.9","19"
"-15.541","129.638","334.3","2019-10-04","308.7","30.3"
"-15.55","129.654","331.8","2019-10-04","309.2","21.5"
"-15.704","131.05","338.8","2019-10-04","314.6","52.2"
"-15.707","131.031","341.8","2019-10-04","314.2","66.6"
"-15.688","131.065","337.8","2019-10-04","310","48"
"-15.691","131.047","361","2019-10-04","315.6","183"
"-15.695","131.028","400.6","2019-10-04","321.4","640.3"
"-15.544","129.759","346","2019-10-04","310.9","72.3"
"-15.541","129.774","333","2019-10-04","305.4","26.8"
"-15.574","129.643","339.8","2019-10-04","308.6","48.3"
"-15.698","131.01","380.1","2019-10-04","316","363.4"
"-15.682","131.026","350.8","2019-10-04","311.5","121.8"
"-15.572","129.658","331.3","2019-10-04","307.9","22.8"
"-15.569","129.747","372.7","2019-10-04","310.3","217.2"
"-15.564","129.777","343.9","2019-10-04","312","60.6"
"-15.57","129.809","392.4","2019-10-04","311.4","388.4"
"-15.567","129.824","333.6","2019-10-04","302.9","32.1"
"-15.652","126.844","341.1","2019-10-04","315.5","21.8"
"-15.673","126.837","353","2019-10-04","315.1","54"
"-15.686","131.008","383.9","2019-10-04","312.4","412.8"
"-15.687","131.06","338","2019-10-04","311.4","47.7"
"-15.69","131.041","368.4","2019-10-04","316.8","242.7"
"-15.693","131.023","390.9","2019-10-04","321.4","499.6"
"-15.696","131.004","365.8","2019-10-04","315.1","231.3"
"-15.681","131.02","347.5","2019-10-04","309.7","108.7"
"-15.684","131.002","362.3","2019-10-04","309.3","205.5"
"-13.089","132.574","330.7","2019-10-04","312.9","49.1"
"-13.226","132.306","330.8","2019-10-04","314.1","35.7"
"-13.082","132.593","332.7","2019-10-04","312.6","62.8"
"-12.386","132.637","329","2019-10-04","310.9","44.5"
"-11.806","130.939","331.4","2019-10-04","307.3","53.9"
"-12.401","132.647","339.5","2019-10-04","310.6","123.9"
"-12.382","132.665","328.1","2019-10-04","311.1","38.3"
"-12.337","132.656","336.2","2019-10-04","306.9","116.6"
"-12.386","132.645","332.9","2019-10-04","311.3","72.7"
"-12.337","132.664","334.3","2019-10-04","306.8","89.4"
"-12.342","132.636","332.1","2019-10-04","307.9","78.9"
"-11.48","130.687","318.9","2019-10-04","300.9","25.1"
"-12.367","132.662","338.2","2019-10-04","308.9","105.1"
"-11.809","130.918","329.1","2019-10-04","307.9","43.2"
"-23.789","148.58","302","2019-10-04","290","9.4"
"-23.81","148.584","320","2019-10-04","291.3","33.1"
"-23.8","148.582","327.6","2019-10-04","291.4","48.2"
"-23.813","148.57","310.1","2019-10-04","290.5","18.3"
"-26.189","146.658","303.4","2019-10-04","289.1","7.2"
"-26.188","146.669","302.5","2019-10-04","289.9","6.8"
"-26.199","146.66","314.4","2019-10-04","290.6","15.7"
"-26.197","146.671","309.6","2019-10-04","290.6","11.5"
"-27.313","148.022","308.7","2019-10-04","288.3","13.9"
"-20.738","139.474","318.8","2019-10-04","294.5","24.7"
"-27.448","149.45","320.1","2019-10-04","287.4","34.6"
"-19.763","147.158","302.4","2019-10-04","288.6","10.1"
"-26.203","146.667","305.5","2019-10-04","290","7.9"
"-29.736","151.901","310.7","2019-10-04","283.8","34.9"
"-28.983","153.352","305.9","2019-10-04","284.8","32.8"
"-29.983","152.321","306.9","2019-10-04","288.9","21.4"
"-28.976","153.355","301.4","2019-10-04","284.3","25.3"
"-29.798","152.396","315.1","2019-10-04","290.1","39"
"-28.175","152.35","308.8","2019-10-04","287.2","33.5"
"-29.793","152.345","313.3","2019-10-04","288.2","35.4"
"-29.793","152.418","302.2","2019-10-04","289.1","14.2"
"-30.007","152.329","307.8","2019-10-04","289.2","23.3"
"-29.785","152.387","301.7","2019-10-04","289","14.1"
"-28.279","149.735","317.2","2019-10-04","289","29.4"
"-28.276","149.728","303.1","2019-10-04","288.5","11.4"
"-29.793","152.411","311.9","2019-10-04","289.6","32.3"
"-30.013","152.317","304.6","2019-10-04","288.6","17.3"
"-30.011","152.31","301.6","2019-10-04","288.2","12.8"
"-29.797","152.389","320.8","2019-10-04","290.1","53.1"
"-22.347","144.976","304.9","2019-10-04","290.9","7.6"
"-12.965","131.338","305.4","2019-10-04","293.2","39.7"
"-15.95","144.646","315.5","2019-10-04","289.8","18"
"-15.694","131.016","309.9","2019-10-04","296.6","60.6"
"-11.677","142.388","304.2","2019-10-04","292.8","4.6"
"-11.62","142.345","307.7","2019-10-04","292.4","6.8"
"-11.846","142.427","309.4","2019-10-04","293.1","8.1"
"-12.969","131.3","306.2","2019-10-04","292.8","44.7"
"-12.957","143.004","309.1","2019-10-04","293.1","7.6"
"-12.959","142.994","324","2019-10-04","293.8","21.5"
"-12.96","142.984","343.8","2019-10-04","294.8","51.8"
"-12.953","142.973","318.7","2019-10-04","293.9","16"
"-15.678","131.006","313.8","2019-10-04","297.1","89.1"
"-12.034","142.526","307.2","2019-10-04","292.5","6.8"
"-11.628","142.288","308.2","2019-10-04","293.2","7.2"
"-16.814","143.006","306.3","2019-10-04","295.1","4.5"
"-12.972","131.307","304.9","2019-10-04","292.9","35.9"
"-15.676","131.014","311","2019-10-04","296.9","62.6"
"-16.815","142.997","307.3","2019-10-04","295.4","5.3"
"-15.696","131.008","312","2019-10-04","296.8","76.1"
"-12.955","131.305","306.1","2019-10-04","293.1","41.2"
"-12.945","142.976","309.8","2019-10-04","293.1","9.1"
"-12.954","142.963","308.2","2019-10-04","293","6.8"
"-15.951","144.635","301.5","2019-10-04","289","6.2"
"-13.134","132.633","311.8","2019-10-04","295","48.1"
"-15.852","144.492","312.2","2019-10-04","291.4","11.8"
